15,AAFFA7798E,08AAFFA7798E1Z4,India,Rajasthan,Jodhpur,H,Ajit Bhawan,Near Circuit House,Jodhpur,342 006,291,"251 3333, 251 0410, 251 1410, 2510610, 2510766",,reservations@ajitbhawan.com  reservations1@ajitbhawan.com  sales2@ajitbhawan.com  sales@ajitbhawan.com  delhisales@ajitbhawan.com  crs@ajitbhawan.com,www.ajitbhawan.com,,,INR,1,
2309,,,India,Kerala,Alleppey,H,Akkarakalam Memoirs,Chennamkary P.O.,Allapuzha,688 501,477,276 2345,,info@akkarakalammemoirs.com,www.akkarakalammemoirs.com,,,INR,,
96,,,India,Goa,Goa,H,Albuquerque Guest House,Sequeira Vaddo  Fort Aguada Road,Candolim,403 515,832,"227 6804, 227 6805",,,,,,INR,,
190,,,India,Goa,Goa,H,Aldeia Santa Rita,Fort Aguada Road    ,Sinquerim,,832,2276 868,,,,,,INR,,
3263,,,India,Nagaland,Kohima,H,Alder Retreat,Forest Colony,Kohima,797 002,,,93667 82843,,https://www.airbnb.co.in/rooms/32198472,,2544,INR,,
2544,,,India,Nagaland,Kohima,A,Alder Tours & Travels,A. G. Colony,Kohima,797 001,370,,,kevi_aldertoursntravels@rediffmail.com,,,,INR,,
2635,,,India,Goa,Goa,H,Alila Diwa Goa,"48/10 Village Majorda  Adao Waddo, Salcette  ",Goa,403 713,832,274 6800,,diwagoa@alilahotels.com  spatil@alilahotels.com,https://www.alilahotels.com/diwagoa,,,INR,,
2557,,,Bhutan,,Thimpu,A,All Bhutan Connection,"(ABC, Tours, Treks & International Air Ticketing)  P.O. Box : 668",Thimpu,,2,"327012, 325165","17110866, 17110919",tshering.dhendup@abc.com.bt  needup.wangdee@abc.com.bt    ,www.abc.com.bt,,,USD,,
1885,,,India,Ladakh,Leh,H,All View Guesthouse,Sankar Road,Leh,   ,1982,252761,,,,,199,INR,,
214,,,India,Kerala,Alleppey,H,Alleppey Prince Hotel,A.S. Road (NH47)  ,Allapuzha ,688 007,477,243 752- to 243 757,,princehotel@satyam.net.in,alleppeyprincehotel.com,,,INR,,
2821,,,India,Uttarakhand,Rishikesh,H,Aloha on the Ganges,Tapovan  Village Gugtayani talli  Badrinath Highway  ,Rishikesh,249 192,11,4652 0000,"95550 88000,",aog@prasadheritage.com,,,1883,INR,,
2821,,,India,Uttarakhand,Rishikesh,A,Aloha on the Ganges,Tapovan  Village Gugtayani talli  Badrinath Highway  ,Rishikesh,249 192,11,4652 0000,"95550 88000,",aog@prasadheritage.com,,,1883,INR,,
92,AAEHG2279K,08AAEHG2279K1Z0,India,Rajasthan,Jaipur,H,Alsisar Haveli,Sansar Chandra Road,Jaipur,302 001,141,"236 8290, 236 4685, 510 7167, 510 7157",,alsisar@alsisar.com  santosh@alsisar.com    ,"www.alsisarhaveli.com, www.alsisar.com",,,INR,1,
2672,,,India,Rajasthan,Alsisar,H,Alsisar Mahal,Shekavati  Village. & Post : Alsisar,Alsisar,331 025,141,236 8290/236 4685/510 7157,,alsisar@sify.com  alsisar@alsisar.com,,,92,INR,,
2738,,,India,Rajasthan,Ajabgarh,H,Amanbagh Resort,District Alwar  ,Ajabgarh,301 027,1465," 223 333, 9828 166 737",,amanbagh@amanresorts.com,http://www.amanresorts.com/amanbagh,,,INR,,
1263,,,India,Rajasthan,Junia,H,Amar Bagh,P.O. Junia via Kekeri  Dist. Ajmer  ,Junia,  ,1467,88 622,,,,,,INR,,
2107,AABCR7677J,23AABCR7677J1Z0,India,Madhya Pradesh,Orchha,H,Amar Mahal,By pass Road  District Tikamgarh,Orchha,472 246,7680,"252 102, 252 202",70074 26150,reservation@amarmahal.com,http://www.amarmahal.com/,  ,,INR,1,
2278,,,India,Delhi,Delhi,H,Amarya Garden,C-179 Defence Colony,Delhi,110 024,11,46562735,,bookinggarden@amaryagroup.com,,,,INR,,
2277,,,India,Delhi,Delhi,H,Amarya Haveli,P-5 Hauz Khas Enclave                                Near Safdarjung Dev. Area,Delhi,110 016,11,"41759267, 41759268",,bookinghaveli@amaryagroup.com,www.amaryagroup.com,,,INR,,
712,,,India,Maharashtra,Aurangabad,H,Ambassador Ajanta,Jalna Road  CIDCO  ,Aurangabad,431 003,240,85 211-4,,,,,,INR,,
945,,,India,Tamil Nadu,Chennai,H,Ambassador Pallava,53 Moniteith Road,Chennai,600 008,44,"855 4476, 855 4068",,gm.amma@amb.wiprobt.ems.vsnl.net.in,,,,INR,,
2275,,,India,Rajasthan,Udaipur,H,Amet Haveli,Outside Chandpole,Udaipur,313 001,294,"243 1085, 243 4009",,amethaveli@sify.com  mail@amethaveliudaipur.com,www.amethaveliudaipur.com,,,INR,,
3242,,,India,Kerala,Alleppey,H,Ameya Kerala,Lucky Lake Resorts pvt Ltd.  Ward number 1. Varanad.  Cherthala,Alleppey,,701,253 2712,77362 97787,ameyabooking@gmail.com,https://ameyakerala.com,,,INR,,
2440,,,India,Uttarakhand,Kathgodam,A,Amrit Tour Planners,Malla Kathgodam  District Nainital,Kathgodam,263 126,,,,amrit. tours@yahoo.co.in,,,,INR,,
3230,,,India,Goa,Goa,H,Anahata Retreat,Ashwem Beach  Next to Ajoba Temple  Mandrem Village        ,Goa,403 527,,,98225 90123,bookings@anahataretreat.com,,,,INR,,
1424,,,India,Uttarakhand,Rishikesh,H,Ananda In The Himalayas,The Palace Estate  Narendra Nagar  Tehri - Garhwal,Rishikesh,249 175,1378,227500,,reservation@anandaspa.com,www.anandaspa.com,,,INR,,
1408,,,India,Pondicherry,Pondicherry,H,Anandha Inn,S V Patel Road,Pondicherry,605 001,413,"2233000, 4200501-2",,checkin@anandhainn.com,anandhainn.com,,,INR,,
2240,,,India,Kerala,Kochi,H,Anchor House,5/40 Bazar Road  Mattancherry,Kochi,682 002,484,222 3115 / 16 / 17,,anchor_house1954@yahoo.co.in  booking@anchorhouse.in,www.anchorhouse.in,,,INR,,
3256,,,India,Delhi,Delhi,H,Andaz Delhi,Asset No. 1  Aerocity,Delhi,110 037,11,4903 1234,,delhi.andaz@hyatt.com,https://www.hyatt.com/en-US/hotel/india/andaz-delhi/delaz,,2170,INR,,
2401,,,India,Gujarat,Sasangir,H,Anil Farm House Balcheel,Dist Junagadh    ,Sasangir,768 200,,,,,,,,INR,,
791,,,India,Kerala,Kottayam,H,Anjali Hotel,K.K Road,Kottayam,686 001,481,563 661 (8 lines),,,,,,INR,,
675,,,India,Rajasthan,Sawai Madhopur,H,Ankur Resort,Ranthambore Road,Sawai Madhopur,322 001,7462,"220 792, 223 303",,ankurresort@yahoo.com  ankurswm@sancharnet.in,ankurresort.com,,,INR,,
1927,,,India,Rajasthan,Sawai Madhopur,A,Ankur Tours & Travels,(Unit of Hotel Ankur Resort)  Ranthambore Road,Sawai Madhopur,322 001,7462,"220792, 223303, 220697",,ankur@ranthambor.com,www.ranthambor.com,,,INR,,
2182,,,India,Pondicherry,Pondicherry,H,Annamalai International,479 Kamaraj Salai  Saram,Pondicherry,605 013,413,2247001-14,,info@hotelannamalai.com,www.hotelannamalai.com,,,INR,,
2148,,,India,Rajasthan,Nawalgarh,H,Apani Dhani Eco-Lodge,,Nawalgarh,333 042,1594,222239,,apanidhani@gmail.com,www.apanidhani.com,,,INR,,
2148,,,India,Rajasthan,Nawalgarh,A,Apani Dhani Eco-Lodge,,Nawalgarh,333 042,1594,222239,,apanidhani@gmail.com,www.apanidhani.com,,,INR,,
1419,,,India,Himachal Pradesh,Kullu,H,Apple Valley Resorts,Vill 2 P.O. Mohal.   ,Kullu,175 126,1902,"600 01- 06,  22310",,,,,,INR,,
112,,,India,Orissa,Jeypore,H,Apsara Hotel,Bikram Nagar  Jeypore,Jeypore,,,,,,,,,INR,,
985,,,India,Kerala,Paravur,H,Aquaserene,South Paravoor  P.O Kollam Dist.,Paravur,691 301,474,2512 410 to 2512 417,,aqserene@md3.vsnl.net.in,www.aquasereneindia.com,,,INR,,
2302,,,India,Kerala,Mararikulam,H,Arakal Heritage,Chethy P.O.  ,Mararikulam,688 530,478,286 5545,,arakalheritage@gmail.com  abi@arakal.com,www.arakal.com,,,INR,,
104,,,India,Kerala,Thekkady,H,Aranya Nivas,Periyar Wildlife Reserve  Idukki,Thekkady,685 536,4869,"321930, 222023, 222283",,aranyanivas@sancharnet.in,,,995,INR,,
2333,,,India,Kerala,Meppadi,H,Aranyakam,Valatur Rippon  Wayanad,Meppadi,673 577,4936,"280 261, 322 123, 322 501",,stay@aranyakam.com  ,www.aranyakam.com,,3182,INR,4,
686,,,India,Chandigarh,Chandigarh,H,Aroma Hotel,Himalaya Marg  Sector -22- C,Chandigarh,700 048,172,700 045-8,,,,,,INR,,
2500,,,India,Gujarat,Ahmedabad,H,Arts Reverie,1824 Khijda Sheri  Opposite Jain Derasar  Dhal Ni Pol  Astodia Gate,Ahmedabad,380 001,7922,170 629,,,www.artsreverie.com,,626,INR,,
2056,ABJPS2875D,07ABJPS2875D1ZF,India,Delhi,Delhi,H,Ashok Country Resort,Rajokari Road  Kapashera,Delhi,110 037,11,"2506 4590-99, 2506 3295, 2506 3195",,acr@bol.net.in  acrhotel@gmail.com  acrfom@gmail.com,www.ashokcountryresort.com,,,INR,1,
2676,,,India,Kerala,Thrissur,H,Ashoka Inn,Sakthan Thampuran Nagar  T. B. road,Thrissur,680 001,487,2444333,,info@ashokainn.co.in,www.ashokainn.co.in/,,2300,INR,,
2121,,,India,Delhi,Delhi,H,Ashoka International,"3382, D.B. Gupta Road  (near Karol Bagh Police Station)  Karol Bagh",New Delhi,110 005,11,25872 7023-25,,,,,,INR,,
983,,,India,Kerala,Kollam,H,Ashtamudi Resorts,Chavara South,Kollam,691 584,476,882 288,,astamlid@md3.vsnl.net.in,www.astamudi.com,,,INR,,
2116,,,India,Delhi,Delhi,H,Ashu Palace,"12A /34, W E A  Karol Bagh",New Delhi,110 005,11,25863421/22/23,,hotelashu@indiatimes.com,,hotelashu@touchtelindia.net,,INR,,
2968,,,India,Assam,Guwahati,A,Assam Bengal Navigation Company,"C/o 3B, Dirang Arcade  GNB Rd., Chandmari",Guwahati,,361,2667871-72-73,"92070 42330-31, 9209200013",sales@assambengal.in,www.assambengalnavigation.com,,,INR,,
3128,,,India,Maharashtra,Nagzira,H,Asteya Nagzira,"Nagzira Tiger Reserve  Arjuni (Sadak), Jambhali",Nagzira,441 802,,,99670 45098,Reservations@asteyasafaris.com,https://www.asteyasafaris.com/asteya-nagzira/,,,INR,,
3128,,,India,Maharashtra,Nagzira,A,Asteya Nagzira,"Nagzira Tiger Reserve  Arjuni (Sadak), Jambhali",Nagzira,441 802,,,99670 45098,Reservations@asteyasafaris.com,https://www.asteyasafaris.com/asteya-nagzira/,,,INR,,
2207,,,India,Kerala,Alleppey,H,ATDC - Houseboats,,Allapuzha,,,,,,,,2023,INR,,
4,,,India,Uttar Pradesh,Agra,H,Atithi Hotel,Tourist Complex Area  Fatehabad Road,Agra,282 001,562,330 879-84,,,,,,INR,,
67,,,India,Maharashtra,Aurangabad,A,Aurangabad Tours & Travels P.Ltd.,"Flat No. 105, Ajay Deep Complex  119-A, N-3, CIDCO  Juna Bazar",Aurangabad,431 210,240,234 1431,,salim@aurangabadtours.net,,,,INR,,
2682,AAXPQ8308G,27AAXPQ8308G1Z1,India,Maharashtra,Aurangabad,A,Aurangabad Transport & Travels India Pvt Ltd,"4-17-99, Zaffer Gate Mondha Road  ",Aurangabad,431 001,240,"235 5416, 235 5417",,aurangabad@attitours.net,www.attitours.net,,,INR,1,
3039,,27AACFA5391A1ZU,India,Maharashtra,Aurangabad,A,Aurangabad Transport Syndicate,"Plot no. 7, Venkatesh Nagar  Near Ellora Hospital",Aurangabad,431 001,240,-2341432,,salim@aurangabadtours.net  attixu@bsnl.in,,,,INR,,
2336,,,India,Kerala,Tellicherry,H,Ayisha Manzil,Court Road,Tellicherry,670 101,4902,341 590,,ayishamanzil@rediffmail.com  ,,,,INR,,
2894,,,India,Uttarakhand,Almora,H,AyurvAID Kalmatia,"Kalimat Estate, Kasar Devi,  Upper Binsar Road",Almora,263 601,5962,"251101, 251176",,manager@kalmatia-sangam.com,www.kalmatia-sangam.com,,,INR,,
2894,,,India,Uttarakhand,Almora,A,AyurvAID Kalmatia,"Kalimat Estate, Kasar Devi,  Upper Binsar Road",Almora,263 601,5962,"251101, 251176",,manager@kalmatia-sangam.com,www.kalmatia-sangam.com,,,INR,,
2045,,,India,Rajasthan,Bundi,H,Badi Haveli,Opp. Ayurvedic Hospital,Bundi,,747,"244 2322, 244 2509",,,,,,INR,,
3241,,,India,Uttar Pradesh,Allahabad,H,Badi Kothi,"Nirala Marg  Veni Madhav Colony, Buxi Khurd  Daraganj, Prayagraj",Allahabad,211 006,,,95192 92271,holidays@welcomheritagehotels.in,https://www.welcomheritagehotels.in/hotel-details/badi-kothi,,,INR,,
916,,,India,Rajasthan,Jodhpur,H,Badu Haveli,,Jodhpur,,,,,,,,,INR,,
3047,AAECA9971F,08AAECA9971F1ZE (ARM TOURS),India,Rajasthan,Sawai Madhopur,A,Bagh Safaris,The Ranthambhore Bagh  Ranthambhore Road    ,Sawai Madhopur,322 001,7462,"221 728, 224 251","94140 30221, 94140 31221",baghsafari@ranthambhore.com,http://www.baghsafari.com,,,INR,,
2498,,,India,Rajasthan,Ghanerao,H,Bagha-ka-Bagh,,Ghanerao,,,9799391882,,shaktighanerao@hotmail.com,,,874,INR,,
2498,,,India,Rajasthan,Ghanerao,A,Bagha-ka-Bagh,,Ghanerao,,,9799391882,,shaktighanerao@hotmail.com,,,874,INR,,
3044,,,India,Gujarat,Ahmedabad,H,Baghban Haveli,"Khijada Sheri  Opposite Jain Temple  Nichli Sheri Rd, Dhal Ni Pol  Austodia chakla, Raipur, Khadia",Ahmedabad,380 001,,,99789 10730,,,,2924,INR,,
937,,,India,Gujarat,Balaram,H,Balaram Palace Resort,Village Chitrasani   off Abu-Palanpur Highway No. 14 (B.K),Balaram,  ,2742,"84 278, 84 378 - 80",,bprhot@ad1.vsnl.net.in  ,www.semaphore-software.com/balaram,,,INR,,
882,,,India,Rajasthan,Jodhpur,H,Balsamand Palace,Mandore Road,Jodhpur,324 006,291,545 991,,,www.welcomheritage.com,,788,INR,,
3294,,,Nepal,,Balthali,H,Balthali Village Resort,Panaiti  Kavrepalanchowk,Balthali,,11,416022,98510 87772,balthali.bvr@gmail.com  reservation@balthali.com,http://www.balthali.com/,,360,USD,,
29,,,India,Tamil Nadu,Mudumalai,H,Bamboo Banks Farm Guest House,P.O.Massinigudi  Nilgiris,Massinigudi,643 223,423,"56 222 , 56 211",,,,,,INR,,
2015,ACMPB9770C,02ACMPB9770C1ZV,India,Himachal Pradesh,Shimla,A,Band Box Heights & Valleys,"9, The Mall (Scandal Point)",Shimla,171 001,177,"265 8157, 281 3055",,bboxhv@gmail.com,,,,INR,1,
3016,,,India,Madhya Pradesh,Bandhavgarh,H,Bandhav Vilas, Village Kuchwahi,Bandhavgarh,484 661,,,,,http://www.bandhavvilas.com,,1991,INR,,
3016,,,India,Madhya Pradesh,Bandhavgarh,A,Bandhav Vilas, Village Kuchwahi,Bandhavgarh,484 661,,,,,http://www.bandhavvilas.com,,1991,INR,,
1377,,,India,Madhya Pradesh,Bandhavgarh,H,Bandhavgarh Jungle Lodge,Bandhavgarh National Park,Bandhavgarh,  ,,,,ask@tiger-resorts.com,,,2751,INR,,
1468,,,India,Lakshadweep,Bangaram,H,Bangaram Island Resort,,Bangaram,   ,,,,,,,2300,INR,,
2506,,,India,Himachal Pradesh,Dharamsala,H,Banjara Retreat - Sangla,,Dharamsala,,,,,,,,2144,INR,,
2505,,,India,Himachal Pradesh,Dharamsala,H,Banjara Retreat - Shoja,,Dharamsala,,,,,,,,2144,INR,,
2507,,,India,Himachal Pradesh,Dharamsala,H,Banjara Retreat - Thanedar,,Dharamsala,,,,,,,,,INR,,
303,,,India,Himachal Pradesh,Manali,H,Banon Resorts,c/o New Hope Orchard  Distt. Kullu,Manali,175 131,1902,"253 026, 252 490, 253 994",,banonresorts@vsnl.net  sales@banonresortsmanali.com  sanjeevmanali@gmail.com,www.banonresortsmanali.com,,,INR,,
2866,,,India,Assam,Jorhat,H,Banyan Grove,Gatoonga Tea Estate,Jorhat,,,,,uttara@barooahs.com,,,,INR,,
1498,,,Nepal,,Bardiya,H,Bardia Jungle Cottage,Royal Bardia National Park  Thakurdwara,Bardia,,84,29714,,,,,,USD,,
2463,,,India,Andaman & Nicobar,Havelock Island,H,Barefoot at Havelock,Beach No. 7  Radhanagar Village,Havelock Island,,,,"97315 57551, 98402 38042",,www.barefoot-andaman.com,,2464,INR,,
2464,,,India,Tamil Nadu,Chennai,A,Barefoot Group,"B-4, RM Towers  108 Chamiers Road",Chennai,600 018,44,2434 1001,,reservations@barefootindia.com,www.barefootindia.com,,,INR,,
3228,,,India,West Bengal,Murshidabad,H,Bari Kothi," Jain Patty, PO : Azimganj, Murshidabad, Pin Code : 742122",Murshidabad,742 122,,,90512 00800,info@barikothi.com,https://barikothi.com/,,,INR,,
3228,,,India,West Bengal,Murshidabad,A,Bari Kothi," Jain Patty, PO : Azimganj, Murshidabad, Pin Code : 742122",Murshidabad,742 122,,,90512 00800,info@barikothi.com,https://barikothi.com/,,,INR,,
2549,,,India,Rajasthan,Bhap,H,Barsingha Villa,VPO - Bhap  Phalodi   ,Bhap,342 307,2921,277441,,barsingha@yahoo.com  info@barsinghavilla.com  narendra@barsinghavilla.com,http://www.barsinghavilla.com/,,,INR,,
2828,,,India,Assam,Guwahati,H,Baruah Bhavan,"40, M.C. Road  Uzanbazar  ",Guwahati,781 001,361,"2541 182, 2543 715, 2549 316",,meghnawarehousing@hotmail.com,www.heritagehomeassam.com  www.baruahbhavan.com,,271,INR,,
859,,,India,Rajasthan,Bassi,H,Bassi Fort Palace,P.O. Bassi  Chittorgarh,Bassi,312 022,1472,"225321, 225248",,bassifortpalace@yahoo.com  resv@bassifortpalace.com,www.bassifortpalace.com,,,INR,,
2691,,,India,West Bengal,Kolkata,H,Bawa Walson Spa-o-tel,"5-A, Sudder St, Taltala",Kolkata,700 016,33,22521512,,reservations@bawahotels.com  bawawalson@bawahotels.com,http://walson.bawahotels.com,,,INR,,
2364,,,India,Gujarat,Mandvi,H,Beach Camp,Vijay Vilas Palace Estate  ,Mandvi,,2834,29 5725,,reservations@mandvibeach.com,www.mandvibeach.com,,626,INR,,
3053,,,India,Goa,Goa,H,Beach Street Eco Resort & Spa,Junaswada 59  Mandrem Beach  ,Goa,403 527,,,87664 03860,beachstreetgoa@gmail.com,www.beachstreet.in,,,INR,,
3112,,,India,Delhi,Delhi,H,Bed & Breakfast at Eleven,"11, Rahim Khan Road  Nizamuddin East  ",Delhi,110 013,11,24351225,98110 88966,elevendelhi@gmail.com  ajay.anandd@elevendelhi.com,http://www.elevendelhi.com,,,INR,,
2360,,,India,Gujarat,Sayla,H,Bell Guest House,Sayla Circle  Ahmedabad - Rajkot Highway  P.O. Sayla  Distict Surendranagar,Sayla,363 430,2755,,,saylaheritage@rediffmail.com  ,http://bellguesthouse.com,,,INR,,
8,,,India,West Bengal,Darjeeling,H,Bellevue Hotel,The Mall,Darjeeling,734 101,354,"54 075, 54 130",,,,,,INR,,
3234,,,India,Rajasthan,Bera,H,Bera Safari Lodge,Leopard Safari Road  Next to Liloda Temple  Kothar Village        ,Bera,306 126,,,94133 12133,berasafari@gmail.com,https://www.berasafarilodge.com/,,,INR,,
3234,,,India,Rajasthan,Bera,A,Bera Safari Lodge,Leopard Safari Road  Next to Liloda Temple  Kothar Village        ,Bera,306 126,,,94133 12133,berasafari@gmail.com,https://www.berasafarilodge.com/,,,INR,,
1445,,,India,Tamil Nadu,Madurai,H,Best Western Germanus,Arasaradi,Madurai,625 010,452,238 2001 - 7,,resvn@bestwesterngermanus.com,bestwesterngermanus.com,,,INR,,
2455,,,India,Kerala,Kovalam,H,Bethsaida Hermitage,"Pulinkudy, Mulloor",Kovalam,695521,471,2267554,,,,,2300,INR,,
1456,,,India,Madhya Pradesh,Orchha,H,Betwa Cottages,,Orchha,,7680,52 618,,,,,,INR,,
1548,ACAPR6431N,08ACAPR6431N1Z8,India,Rajasthan,Bikaner,H,Bhairon Vilas,Next To Junagarh Fort  Opp. G.P.O.,Bikaner,334 001,151,254 4751,,hbhairon@rediffmail.com  andyrathore@rediffmail.com,http://hotelbhaironvilas.com/,,,INR,,
715,AABCR1420K,08AABCR1420K2ZK,India,Rajasthan,Bikaner,H,Bhanwar Niwas,Rampuria Street,Bikaner,334 005,151,220 1043,,bhanwarniwas@rediffmail.com,www.bhanwarniwas.com,,,INR,1,
395,AAGHS6092E,08AAGHS6092E1ZW,India,Rajasthan,Karauli,H,Bhanwar Vilas Palace,,Karauli,322 241,7464,"251 469, 220 024",,bvpkarauli@gmail.com      ,www.karauli.com,,,INR,1,
395,AAGHS6092E,08AAGHS6092E1ZW,India,Rajasthan,Karauli,A,Bhanwar Vilas Palace,,Karauli,322 241,7464,"251 469, 220 024",,bvpkarauli@gmail.com      ,www.karauli.com,,,INR,1,
1882,,,India,Rajasthan,Jaipur,A,Bhanwar Vilas Palace,Karauli House  New Sanganer Road  Sodala,Jaipur,302 019,141,"229 0763, 235 2127",,bvpkarauli@gmail.com,www.karauli.com,,,INR,,
836,,,India,Rajasthan,Bharatpur,H,Bharatpur Forest Lodge,,Bharatpur,321 001,5644,"22 760, 22 722",,,,,,INR,,
2474,,,India,Gujarat,Danta,H,Bhavani Villa,Danta  Bhavangadh  Dist. Banaskantha,Danta,385 120,2749,278 705,89809 80003,bhavanivilladanta@yahoo.co.in  ,www.bhavanivilladanta.com,,2924,INR,,
2094,,,India,Rajasthan,Jodhpur,H,Bhev Vilas Hotel,PWD Circle  PWD Road,Jodhpur,,291,2615 096,,villabhev@hotmail.com,,,,INR,,
2937,,,India,Chhattisgarh,Bhoramdeo,H,Bhoramdeo Jungle Retreat,P.O. Village Chaura  District Kawardha,Bhoramdeo,491 995,,,"8817677460, 8085664333",sunny@bhoramdeojungleretreat.com  sabrina.hug@gmx.ch  sophie@sophiehartman.com,http://www.bhoramdeojungleretreat.com/,,,INR,,
2937,,,India,Chhattisgarh,Bhoramdeo,A,Bhoramdeo Jungle Retreat,P.O. Village Chaura  District Kawardha,Bhoramdeo,491 995,,,"8817677460, 8085664333",sunny@bhoramdeojungleretreat.com  sabrina.hug@gmx.ch  sophie@sophiehartman.com,http://www.bhoramdeojungleretreat.com/,,,INR,,
3018,,,India,Rajasthan,Bijaynagar,H,Bijay Niwas Palace,"Model Farm,  Bijaynagar-Beawar Road  Opp Village Suti Khera   Via Bijaynagar Ajmer  Rajasthan 305624",Bijaynagar,305 624,,,96492 59592,bookbijayniwas@gmail.com,http://bijayniwaspalace.com/,,,INR,,
